pid	title	journal	year	x	y	citation_count	size
38078948	Development of PD-1 blockade peptide-cell conjugates to enhance cellular therapies for T-cell acute lymphoblastic leukemia.	Medical oncology (Northwood, London, England)	2023	-41.82370897518916	-46.62205660708031	0	0.0
38077396	Anti-PD1 does not improve pyroptosis induced by γδ T cells but promotes tumor regression in a pleural mesothelioma mouse model.	Frontiers in immunology	2023	-35.83411794593387	3.4918050134126117	0	0.0
38076194	An extension of cancer immunotherapy with dostarlimab, the PD1-PD L1 pathway blocker.	Heliyon	2023	28.66005797826153	-6.36500430512824	0	0.0
38074660	Hepatoid adenocarcinoma of the lung with PD-L1 expression and the response to anti-PD-1 therapy: a case report.	Frontiers in oncology	2023	32.64271375765133	-53.30595165069188	0	0.0
38073110	Does the use of low-molecular-weight heparin during pregnancy change the expression of PD-1 and PDL-1 in women with recurrent pregnancy loss?	Turkish journal of obstetrics and gynecology	2023	-74.62700678062572	-18.84908743542281	0	0.0
38072158	Final analysis of phase II results with cemiplimab in metastatic basal cell carcinoma after hedgehog pathway inhibitors.	Annals of oncology : official journal of the European Society for Medical Oncology	2023	56.61250821426577	3.795879168319824	0	0.0
38070624	Soluble PD-L1 reprograms blood monocytes to prevent cerebral edema and facilitate recovery after ischemic stroke.	Brain, behavior, and immunity	2023	-77.44786562733272	-7.838583108978427	0	0.0
38069638	Programmed death receptor 1 (PD-1) ligand Fc fusion proteins reduce T-cell proliferation in vitro independently of PD-1.	Immunology and cell biology	2023	-52.522078818171806	-8.940213469969866	0	0.0
38069222	Opaganib (ABC294640) Induces Immunogenic Tumor Cell Death and Enhances Checkpoint Antibody Therapy.	International journal of molecular sciences	2023	30.81057810763137	-27.668824189249307	0	0.0
38067610	Effect of Fragment 1 on the Binding of Epigallocatechin Gallate to the PD-L1 Dimer Explored by Molecular Dynamics.	Molecules (Basel, Switzerland)	2023	-31.61675309019348	-36.19738020989767	0	0.0
38067379	Clinical Application of ImmunoPET Targeting Checkpoint Inhibitors.	Cancers	2023	28.640052673747235	-11.840095693053309	0	0.0
38066312	Altered levels of cytokine, T- and B-lymphocytes, and PD-1 expression rates in drug-naïve schizophrenia patients with acute phase.	Scientific reports	2023	-88.04550601427361	11.153887782172712	0	0.0
38066025	Correlation of PD-1 and PD-L1 expression in oral leukoplakia and oral squamous cell carcinoma: an immunohistochemical study.	Scientific reports	2023	-8.939928052376104	-12.29213093423538	0	0.0
38063949	Increased PAFAH1B3 was associated with poor prognosis and T-cell exhaustion microenvironment in hepatocellular carcinoma.	Discover. Oncology	2023	-15.557463986593763	42.330283452937685	0	0.0
38058705	Severe cardiac events induced by combination immunotherapy in patients with cancer: a meta-analysis.	Archives of medical science : AMS	2023	81.44284592476394	3.636472366740028	0	0.0
38058537	Epigenome-Driven Strategies for Personalized Cancer Immunotherapy.	Cancer management and research	2023	11.54811447201919	9.759654590285717	0	0.0
38058259	Akkermansia muciniphila might improve anti-PD-1 therapy against HCC by changing host bile acid metabolism.	The journal of gene medicine	2023	24.72209607839021	41.26461041321824	0	0.0
38057799	Immune checkpoints are predominantly co-expressed by clonally expanded CD4+FoxP3+ intratumoral T-cells in primary human cancers.	Journal of experimental & clinical cancer research : CR	2023	3.5509054722700677	25.271777641109335	0	0.0
38057736	Comparison of efficacy and safety between PD-1 inhibitors and PD-L1 inhibitors plus platinum-etoposide as first-line treatment for extensive-stage small-cell lung cancer: a multicenter, real-world analysis.	BMC cancer	2023	46.80769991698151	-40.28697198674907	0	0.0
38055623	IL-2 produced by HBV-specific T cells as a biomarker of viral control and predictor of response to PD-1 therapy across clinical phases of chronic hepatitis B.	Hepatology communications	2023	-74.0846839227765	23.17991304501309	0	0.0
38054258	Molecular interactions of antibodies with PD-1/PD-L1 proteins.	Immunotherapy	2023	-52.349993050440034	-37.74482747847805	0	0.0
38053848	Design and selection of anti-PD-L1 single-domain antibody and tumor necrosis factor superfamily ligands for an optimal vectorization in an oncolytic virus.	Frontiers in bioengineering and biotechnology	2023	-44.37832170084452	-27.910312683413864	0	0.0
38053355	Therapeutic Potential of Targeting Transforming Growth Factor-beta (TGF-β) and Programmed Death-ligand 1 (PD-L1) in Pancreatic Cancer.	Current drug targets	2023	-14.301929906344329	-2.13974616303285	0	0.0
38052215	Tumor-immune microenvironment and NRF2 associate with clinical efficacy of PD-1 blockade combined with chemotherapy in lung squamous cell carcinoma.	Cell reports. Medicine	2023	9.276086215638353	-7.435640290530694	0	0.0
38051328	Sintilimab Plus Chemotherapy for Unresectable Gastric or Gastroesophageal Junction Cancer: The ORIENT-16 Randomized Clinical Trial.	JAMA	2023	49.300514623255765	14.929226129305668	0	0.0
38050871	The genomic and immune landscapes of gastric cancer and their correlations with HER2 amplification and PD-L1 expression.	Cancer medicine	2023	-8.117528299173529	2.7977483674337136	0	0.0
38050808	Characterization of colorectal cancer by hierarchical clustering analyses of five immune cell markers.	Pathology international	2023	10.392449179965704	38.90245226526428	0	0.0
38050789	Phytochemicals in regulating PD-1/PD-L1 and immune checkpoint blockade therapy.	Phytotherapy research : PTR	2023	-29.05422222447488	-37.92642881184511	0	0.0
38050338	Plant-derived Durvalumab variants show efficient PD-1/PD-L1 blockade and therapeutically favourable FcR binding.	Plant biotechnology journal	2023	-33.97936114211271	-35.60128574830457	0	0.0
38049658	The discovery and evaluation of [18F]BMS-986229, a novel macrocyclic peptide PET radioligand for the measurement of PD-L1 expression and in-vivo PD-L1 target engagement.	European journal of nuclear medicine and molecular imaging	2023	5.147824075429659	-57.71737425566101	0	0.0
38048058	TROP2 is associated with primary resistance to immune checkpoint inhibition in patients with advanced non-small cell lung cancer.	Clinical cancer research : an official journal of the American Association for Cancer Research	2023	13.52463550144861	-25.53647138321527	0	0.0
38047502	Development and pharmacokinetic assessment of a fully canine anti-PD-1 monoclonal antibody for comparative translational research in dogs with spontaneous tumors.	mAbs	2023	-0.7635045377540762	-57.78131769951528	0	0.0
38046711	The Relationship Between PD-1(rs2227981) and PD-L1(rs2890658) Polymorphisms and Urothelial Cell Carcinoma.	Cureus	2023	14.476880703341722	58.41459548067408	0	0.0
38043270	An anti-PD-1 antisense oligonucleotide promotes the expression of soluble PD-1 by blocking the interaction between SRSF3 and an exonic splicing enhancer of PD-1 exon 3.	International immunopharmacology	2023	-13.284168121701295	-5.311058274388193	0	0.0
38042137	Anti-PD-1/PD-L1 therapy for colorectal cancer: Clinical implications and future considerations.	Translational oncology	2023	34.5302313528244	22.625887210881107	0	0.0
38040417	Hsa-LINC02418/mmu-4930573I07Rik regulated by METTL3 dictates anti-PD-L1 immunotherapeutic efficacy via enhancement of Trim21-mediated PD-L1 ubiquitination.	Journal for immunotherapy of cancer	2023	3.3625204086171725	-29.781119642227505	0	0.0
38039947	Silencing of PD-1 combined with EBV-specific killer T cells for the treatment of EBV-associated B lymphoma.	Translational oncology	2023	-38.322506059397206	8.78070622043333	0	0.0
38038414	The prognostic significance of tumor-immune microenvironment in ascites of patients with high-grade serous carcinoma.	Radiology and oncology	2023	3.8166265478968513	29.929181269880782	0	0.0
38037076	Efficacy and safety of PD-1 inhibitors in recurrent or metastatic nasopharyngeal carcinoma patients after failure of platinum-containing regimens: a systematic review and meta-analysis.	BMC cancer	2023	57.63557947052783	-1.4608209795642808	0	0.0
38033955	Expression of immune checkpoint protein in oral squamous cell carcinoma and its clinicopathological correlation: A tertiary care center cross-sectional study.	Journal of oral and maxillofacial pathology : JOMFP	2023	-7.458867597485056	-12.019561525525049	0	0.0
38032149	Molecular profiles of different PD-L1 expression in patients with esophageal squamous cell carcinoma.	Cancer biology & therapy	2023	-13.83245202322592	8.538340947802734	0	0.0
38031902	Immune checkpoint inhibitor-induced epidermal necrolysis: A narrative review evaluating demographics, clinical features, and culprit medications.	The Journal of dermatology	2023	76.60201318823702	-25.88306190477284	0	0.0
38031589	Whole-genome resequencing to explore genome‑wide single nucleotide polymorphisms and genes associated with avian leukosis virus subgroup J infection in chicken.	3 Biotech	2023	-79.93583167398651	8.850109723352686	0	0.0
38030173	Correlation of Intra-tumoral and Peripheral PD-1/PD-L1 Immunity in Head and Neck Cancer.	Anticancer research	2023	-7.506362169150003	-7.011829304860632	0	0.0
38028139	Cost-effectiveness analysis of serplulimab in combination with cisplatin plus 5-fluorouracil chemotherapy compared to cisplatin plus 5-fluorouracil chemotherapy as first-line treatment for advanced or metastatic esophageal squamous cell carcinoma in China.	Therapeutic advances in medical oncology	2023	54.84331953950955	-25.068582277365717	0	0.0
38026994	Targeting PD-1/PD-L1 inhibits rejection in a heterotopic tracheal allograft model of lung transplantation.	Frontiers in pharmacology	2023	-63.41590723498509	-3.558626501123352	0	0.0
38026930	Anti-PD-1/PD-L1 for nasopharyngeal carcinoma: a comprehensive analysis of registered trials on ClinicalTrials.gov.	Frontiers in pharmacology	2023	57.792879463724994	-1.3078659698487882	0	0.0
38022872	Expression of tumoral GSK3-β, PD-L1, and CD8 cell density in urothelial carcinomas, association with tumor grade and overall survival.	American journal of clinical and experimental immunology	2023	8.847876073937263	59.45514501245143	0	0.0
38022521	Novel nomogram for predicting survival in advanced non-small cell lung cancer receiving anti-PD-1 plus chemotherapy with or without antiangiogenic therapy.	Frontiers in immunology	2023	16.831964522512436	-26.485791470770984	0	0.0
38019931	A T cell receptor β chain-directed antibody fusion molecule activates and expands subsets of T cells to promote antitumor activity.	Science translational medicine	2023	-29.6300945444269	-21.09457248507127	0	0.0
38019590	Sitravatinib combined with PD1 blockade enhances cytotoxic T-Cell infiltration by M2 to M1 tumor macrophage repolarization in esophageal adenocarcinoma.	Carcinogenesis	2023	-25.471125093461808	-25.181869139661384	0	0.0
38016718	Randomized, open-label, phase II, biomarker study of immune-mediated mechanism of action of neoadjuvant subcutaneous trastuzumab in patients with locally advanced, inflammatory, or early HER2-positive breast cancer-Immun-HER trial (GOIRC-01-2016).	Journal for immunotherapy of cancer	2023	46.44841384754852	4.894269154009748	0	0.0
38015913	PD-1 inhibits T cell actin remodeling at the immunological synapse independently of its signaling motifs.	Science signaling	2023	-48.49568679632044	-8.416998746221285	0	0.0
38014028	Exclusion of PD-1 from the immune synapse: a novel strategy to modulate T cell function.	bioRxiv : the preprint server for biology	2023	-48.28768537901868	-8.497336993951071	0	0.0
38010745	Predicting the Response to Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer Using Soluble Immune Checkpoints.	Cancer biotherapy & radiopharmaceuticals	2023	2.982447210878909	23.73823156644247	0	0.0
38010641	[Relationship between PD-L1 expression and tumor stem cell marker CD44 as a promising basis for the development of new approaches to cancer targeted therapy].	Arkhiv patologii	2023	-38.45944303345009	-14.181847120052383	0	0.0
38008641	Influence of Tumor Cavitation on Assessing the Clinical Benefit of Anti-PD1 or PD-L1 Inhibitors in Advanced Lung Squamous Cell Carcinoma.	Clinical lung cancer	2023	23.00256637502736	-47.30449480868717	0	0.0
38008278	LRP5 competes for SPOP binding to enhance tumorigenesis mediated by Daxx and PD-L1 in prostate cancer.	Experimental cell research	2023	-17.618927959264585	-9.057709168088778	0	0.0
38007784	Study on Targeted Drugs for Non-Small Cell NSCLC with PD-1PD-L1 Signaling Pathway.	Studies in health technology and informatics	2023	9.195552732993905	-31.167968295690027	0	0.0
